trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,63.570691436847305,63.570691436847305,1,1,1,82,37,83,3,1,9,2,2,20.0,2,406,0,218,554,96,87,131,173,45,0.2467866323907455,43.6,9.0,collision_intent:87;pi_clear_path:5;pi_entry:40;state:86,0.3500000000000001,0.2319277108433735,244,120.4712,3.1235,78.0112,1.8888,265,42.46,0.2583,completed
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,17.538693912428837,17.538693912428837,0,0,0,33,11,36,1,1,3,1,1,5.0,1,105,0,113,273,63,36,77,73,40,0.27631578947368424,22.6,8.0,collision_intent:36;pi_clear_path:2;pi_entry:38;state:37,0.1499999999999999,0.19444444444444442,44,24.4179,2.3732,15.3941,1.3582,65,9.0238,0.2177,completed
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,40.2466861717208,40.2466861717208,0,0,0,50,24,53,1,3,0,0,0,0.0,0,260,0,148,373,69,53,95,107,41,0.24381625441696114,29.6,8.2,collision_intent:53;pi_clear_path:5;pi_entry:36;state:54,0.44999999999999996,0.3443396226415094,169,83.3012,3.0613,53.0129,1.8263,193,30.2883,0.2586,completed
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,40.139406358091996,40.139406358091996,1,1,1,55,24,54,5,1,0,0,0,0.0,0,250,0,169,429,76,59,110,118,51,0.23170731707317074,33.8,10.2,collision_intent:59;pi_clear_path:7;pi_entry:44;state:59,0.3500000000000001,0.33333333333333326,151,63.2455,2.5797,38.8483,1.4964,178,24.3972,0.2133,completed
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,63.18501120574184,63.18501120574184,0,0,0,94,31,80,18,3,15,5,4,70.0,3,391,0,247,627,111,100,147,198,49,0.2534246575342466,49.4,9.8,collision_intent:100;pi_clear_path:8;pi_entry:41;state:98,0.1499999999999999,0.2124999999999999,194,89.181,2.52,57.7961,1.4809,225,31.3849,0.3574,completed
5,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,47.5386638132741,47.5386638132741,2,2,2,71,28,65,10,1,0,0,0,0.0,0,289,0,181,440,100,75,106,150,31,0.31746031746031744,36.2,6.2,collision_intent:75;pi_clear_path:3;pi_entry:28;state:75,0.6499999999999999,0.28076923076923066,149,86.2776,2.137,54.9872,1.2203,166,31.2904,0.3389,completed
6,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,47.98942655937641,47.98942655937641,2,2,2,65,28,65,4,0,2,1,1,5.0,1,305,0,181,448,93,70,111,139,42,0.2809667673716012,36.2,8.4,collision_intent:70;pi_clear_path:4;pi_entry:38;state:69,0.6499999999999999,0.273076923076923,177,98.2163,3.1084,61.6839,1.8503,196,36.5324,0.3319,completed
7,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,53.109547124985085,53.109547124985085,1,1,1,61,31,61,4,0,0,0,0,0.0,0,351,0,165,408,85,64,101,129,36,0.2823920265780731,33.0,7.2,collision_intent:64;pi_clear_path:3;pi_entry:33;state:65,0.6499999999999999,0.36475409836065564,235,138.3493,2.9693,91.1492,1.699,254,47.2001,0.3115,completed
8,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,48.68831881361218,48.68831881361218,2,2,2,79,24,74,9,1,11,4,3,25.0,2,298,0,225,572,101,92,133,175,50,0.25440806045340053,45.0,10.0,collision_intent:92;pi_clear_path:10;pi_entry:40;state:83,0.1499999999999999,0.10810810810810811,136,84.9129,3.3463,54.4785,1.974,164,30.4344,0.2561,completed
9,known_visit,PI,bernoulli,drop_0.25,19,361,4,5,targets_5_pi_h8_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,5,True,70.40541428845077,70.40541428845077,0,0,0,49,41,53,0,0,0,0,0,0.0,0,501,0,135,335,67,52,83,105,30,0.27235772357723576,27.0,6.0,collision_intent:52;pi_clear_path:3;pi_entry:27;state:53,0.6499999999999999,0.5896226415094339,404,160.1073,2.3114,104.0702,1.3553,419,56.0371,0.2976,completed
