trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(1,3);(11,7);(6,7);(5,8);(6,3);(13,10);(0,8);(0,10);(4,3);(4,9)",10,True,36.04560386128343,36.04560386128343,00:1;01:6;02:2;03:1,"(0,0);(0,4);(0,9);(0,13)","(5,9);(13,10);(2,3);(3,8)",224,0,completed
1,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(10,8);(3,9);(6,2);(13,10);(10,2);(11,2);(1,5);(11,3);(8,3);(3,4)",10,True,31.532933039866307,31.532933039866307,00:0;01:7;02:3;03:0,"(0,0);(0,4);(0,9);(0,13)","(9,2);(10,2);(13,10);(9,5)",172,0,completed
2,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(9,5);(1,6);(3,2);(12,7);(9,13);(9,10);(4,1);(2,13);(2,2);(1,11)",10,True,31.635897289263294,31.635897289263294,00:4;01:1;02:1;03:4,"(0,0);(0,4);(0,9);(0,13)","(9,5);(9,2);(10,10);(12,6)",171,0,completed
3,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(0,12);(7,11);(9,6);(12,13);(1,5);(8,8);(12,6);(5,2);(13,11);(9,8)",10,True,34.94885603242412,34.94885603242412,00:1;01:3;02:4;03:2,"(0,0);(0,4);(0,9);(0,13)","(11,8);(7,11);(12,6);(12,9)",191,0,completed
4,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,0);(12,4);(0,10);(6,10);(10,8);(7,2);(3,0);(2,1);(6,9);(3,5)",10,True,39.336774322421505,39.336774322421505,00:3;01:2;02:2;03:3,"(0,0);(0,4);(0,9);(0,13)","(11,0);(7,10);(0,10);(12,4)",212,0,completed
5,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,3);(11,2);(4,7);(0,7);(8,0);(1,0);(5,12);(10,9);(7,2);(12,5)",10,True,38.88660585183829,38.88660585183829,00:4;01:2;02:3;03:1,"(0,0);(0,4);(0,9);(0,13)","(1,7);(6,4);(11,2);(6,2)",222,0,completed
6,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(8,9);(2,9);(1,9);(5,3);(2,10);(1,0);(2,0);(1,11);(0,5);(4,6)",10,True,21.530823552620753,21.530823552620753,00:3;01:3;02:3;03:1,"(0,0);(0,4);(0,9);(0,13)","(3,6);(8,9);(4,10);(0,4)",127,0,completed
7,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(4,0);(2,13);(8,0);(6,13);(4,6);(9,12);(3,0);(6,12);(1,11);(7,9)",10,True,25.188478565219523,25.188478565219523,00:3;01:1;02:1;03:5,"(0,0);(0,4);(0,9);(0,13)","(8,0);(6,13);(3,3);(7,9)",142,0,completed
8,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(11,5);(1,6);(5,7);(13,5);(4,2);(11,0);(1,7);(8,13);(7,1);(12,13)",10,True,30.70763341737579,30.70763341737579,00:3;01:3;02:2;03:2,"(0,0);(0,4);(0,9);(0,13)","(12,2);(13,5);(4,2);(12,7)",164,0,completed
9,known_visit,PI,bernoulli,drop_0.25,14,196,4,10,pi_g14_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(10,8);(8,13);(2,13);(10,6);(13,4);(13,7);(6,7);(9,2);(6,2);(7,9)",10,True,34.636582730898816,34.636582730898816,00:2;01:4;02:2;03:2,"(0,0);(0,4);(0,9);(0,13)","(11,7);(13,4);(13,12);(9,8)",181,0,completed
