trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,stage,environment,algorithm_key,commitment_horizon,dga_iterations,comm_label,out_dir,run_id
7,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,8,12,"(12,3);(4,4);(4,11);(12,12)",00,4,11,"00:(0,6)","00:(8,12)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
8,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,6,"(9,0);(12,6);(9,11);(13,6)",,,,"00:(0,6)","00:(11,6)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
9,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,10,7,"(0,7);(11,13);(9,11);(4,8)",,,,"00:(0,6)","00:(10,7)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
10,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,10,"(8,11);(2,1);(7,12);(4,10)",,,,"00:(0,6)","00:(3,10)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
11,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,1,"(12,0);(11,10);(3,12);(7,2)",00,11,10,"00:(0,6)","00:(11,1)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
12,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,10,3,"(11,4);(2,8);(10,11);(6,5)",00,2,8,"00:(0,6)","00:(10,3)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
13,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,9,"(11,5);(8,12);(4,9);(4,5)",,,,"00:(0,6)","00:(11,9)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
14,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,7,9,"(11,13);(2,11);(3,11);(9,5)",,,,"00:(0,6)","00:(7,9)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
15,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,2,9,"(6,8);(4,8);(11,12);(7,4)",00,4,8,"00:(0,6)","00:(2,9)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
16,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,6,5,"(0,10);(9,13);(13,2);(5,8)",00,5,8,"00:(0,6)","00:(6,5)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
17,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,12,11,"(11,12);(11,11);(10,10);(12,12)",00,10,10,"00:(0,6)","00:(12,11)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
18,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,6,13,"(11,12);(12,13);(12,10);(2,10)",00,2,10,"00:(0,6)","00:(6,13)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
19,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,7,13,"(8,13);(3,5);(5,4);(11,11)",00,11,11,"00:(0,6)","00:(7,13)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
20,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,9,5,"(10,9);(9,6);(6,5);(0,11)",00,9,6,"00:(0,6)","00:(9,5)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
21,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,1,"(12,8);(3,4);(3,3);(7,1)",00,12,8,"00:(0,6)","00:(3,1)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
22,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,4,13,"(1,12);(6,7);(4,8);(13,10)",00,6,7,"00:(0,6)","00:(4,13)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
23,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,8,3,"(7,8);(8,5);(6,9);(8,2)",00,7,8,"00:(0,6)","00:(8,3)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
24,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,5,"(1,2);(3,4);(5,12);(6,2)",00,5,12,"00:(0,6)","00:(3,5)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
25,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,5,6,"(1,6);(8,5);(8,2);(3,10)",00,1,6,"00:(0,6)","00:(5,6)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
26,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,12,7,"(4,4);(2,2);(0,5);(1,2)",,,,"00:(0,6)","00:(12,7)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
27,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,4,5,"(5,12);(13,7);(5,3);(4,6)",00,4,6,"00:(0,6)","00:(4,5)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
28,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,3,"(4,9);(9,6);(6,4);(3,3)",00,9,6,"00:(0,6)","00:(11,3)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
29,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,1,12,"(2,13);(3,11);(1,0);(13,13)",00,3,11,"00:(0,6)","00:(1,12)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
30,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,2,7,"(12,8);(0,8);(8,11);(5,2)",,,,"00:(0,6)","00:(2,7)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
31,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,5,"(12,4);(4,10);(5,8);(2,8)",00,2,8,"00:(0,6)","00:(3,5)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
32,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,0,2,"(6,10);(12,0);(1,10);(2,5)",00,1,10,"00:(0,6)","00:(0,2)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
33,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,9,11,"(9,10);(10,12);(4,1);(9,12)",00,9,10,"00:(0,6)","00:(9,11)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
34,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,4,4,"(3,4);(8,4);(3,10);(9,9)",00,9,9,"00:(0,6)","00:(4,4)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
35,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,6,2,"(9,8);(11,0);(12,3);(10,11)",00,9,8,"00:(0,6)","00:(6,2)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
36,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,12,1,"(10,9);(7,12);(8,4);(12,3)",00,10,9,"00:(0,6)","00:(12,1)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
37,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,7,5,"(2,6);(5,7);(7,3);(4,7)",00,2,6,"00:(0,6)","00:(7,5)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
38,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,8,12,"(8,11);(11,11);(9,7);(13,12)",00,9,7,"00:(0,6)","00:(8,12)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
39,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,0,"(11,3);(1,8);(7,7);(5,6)",00,5,6,"00:(0,6)","00:(11,0)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
40,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,9,9,"(6,4);(0,3);(7,5);(11,9)",00,11,9,"00:(0,6)","00:(9,9)",00:1,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
41,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,0,"(10,3);(13,4);(10,2);(7,10)",00,7,10,"00:(0,6)","00:(11,0)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
42,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,7,12,"(6,3);(9,6);(13,1);(8,5)",00,9,6,"00:(0,6)","00:(7,12)",00:3,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
43,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,2,11,"(9,13);(12,5);(11,8);(2,12)",00,11,8,"00:(0,6)","00:(2,11)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
44,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,0,1,"(13,7);(2,8);(3,9);(10,2)",00,13,7,"00:(0,6)","00:(0,1)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
45,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,9,0,"(13,0);(4,5);(8,0);(11,10)",00,11,10,"00:(0,6)","00:(9,0)",00:2,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
46,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,0,"(1,4);(2,4);(7,5);(2,5)",,,,"00:(0,6)","00:(3,0)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
47,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,9,2,"(7,12);(0,2);(7,8);(6,9)",00,7,8,"00:(0,6)","00:(9,2)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
48,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,12,4,"(11,4);(9,12);(1,7);(7,13)",00,1,7,"00:(0,6)","00:(12,4)",00:4,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
49,DGA,bernoulli,0.25,14,196,1,220,196.0,g14_d220_bernoulli_025_dga,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,7,10,"(7,12);(4,11);(5,2);(8,10)",,,,"00:(0,6)","00:(7,10)",00:0,00,completed,grid_clue,clue,dga,3,,bernoulli_025,runs/sensitivity_grid_density_50/raw/grid14/density220/bernoulli_025/dga,g14_d220_bernoulli_025_dga
0,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,1,5,"(5,0);(10,12);(1,2);(2,11)",00,5,0,"00:(0,0);01:(0,13)","00:(4,2);01:(1,5)",00:1;01:0,01,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
1,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,12,2,"(3,0);(2,0);(13,3);(8,1)",00,2,0,"00:(0,0);01:(0,13)","00:(12,2);01:(10,7)",00:3;01:0,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
2,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,2,"(1,2);(8,12);(13,13);(8,10)",01,13,13,"00:(0,0);01:(0,13)","00:(3,2);01:(11,2)",00:0;01:3,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
3,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,10,12,"(13,10);(11,11);(3,12);(8,12)",01,13,10,"00:(0,0);01:(0,13)","00:(10,12);01:(3,9)",00:1;01:1,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
4,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,1,6,"(13,12);(9,3);(3,10);(0,1)",01,13,12,"00:(0,0);01:(0,13)","00:(1,6);01:(1,7)",00:0;01:1,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
5,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,12,6,"(13,10);(2,0);(12,5);(4,5)",00,2,0,"00:(0,0);01:(0,13)","00:(12,6);01:(11,9)",00:2;01:0,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
6,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,2,7,"(8,4);(8,0);(2,2);(6,10)",00,8,0,"00:(0,0);01:(0,13)","00:(11,1);01:(2,7)",00:2;01:1,01,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
7,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,8,12,"(12,3);(4,4);(4,11);(12,12)",00,12,3,"00:(0,0);01:(0,13)","00:(12,6);01:(8,12)",00:2;01:1,01,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
8,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,6,"(9,0);(12,6);(9,11);(13,6)",00,9,0,"00:(0,0);01:(0,13)","00:(11,6);01:(4,4)",00:2;01:0,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
9,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,10,7,"(0,7);(11,13);(9,11);(4,8)",01,11,13,"00:(0,0);01:(0,13)","00:(10,7);01:(12,11)",00:0;01:1,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
10,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,3,10,"(8,11);(2,1);(7,12);(4,10)",00,2,1,"00:(0,0);01:(0,13)","00:(1,6);01:(3,10)",00:1;01:0,01,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
11,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,11,1,"(12,0);(11,10);(3,12);(7,2)",00,12,0,"00:(0,0);01:(0,13)","00:(11,1);01:(9,7)",00:1;01:0,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
12,DMCHBA,ideal,1.0,14,196,2,140,98.0,g14_d140_ideal_dmchba,/home/agxorin/dcta_benchmark_sim/runs/sensitivity_grid_density_50/scenarios/scaling_grid14_trials50.csv,clue_search,10,3,"(11,4);(2,8);(10,11);(6,5)",01,2,8,"00:(0,0);01:(0,13)","00:(10,3);01:(6,9)",00:1;01:2,00,completed,grid_clue,clue,dmchba,5,,ideal,runs/sensitivity_grid_density_50/raw/grid14/density140/ideal/dmchba,g14_d140_ideal_dmchba
